1076.05400939 yes 
1093.66191213 yes 
1206.1727652 yes 
1223.29694495 yes 
1387.89624015 yes 
1418.72517738 yes 
1517.60373525 yes 
1640.23335664 yes 
1768.54176955 yes 
1801.00535803 yes 
1892.09438226 yes 
1960.96334041 yes 
2015.81771006 yes 
2046.03773406 yes 
2222.18397003 yes 
2280.10555713 yes 
2302.8943456 yes 
2403.20494965 yes 
2481.74754292 yes 
2578.55581784 yes 
2615.07691556 yes 
2714.58070231 yes 
2731.23174042 yes 
2789.77656072 yes 
2839.98333573 yes 
2854.32801146 yes 
2957.30137301 yes 
2999.15510993 yes 
3034.02474937 yes 
3095.44302987 yes 
3188.52542156 yes 
3242.11308278 yes 
3288.61339858 yes 
3327.6 yes 
3362.77565233 yes 
3398.48217201 yes 
3513.96750039 yes 
3574.09163785 yes 
3723.93475419 yes 
3738.09506886 yes 
3766.6 yes 
3836.91771141 yes 
3969.18788621 yes 
3991.68787831 yes 
4025.82454189 yes 
4051.69680013 yes 
