327.863166104 yes 
449.971479498 yes 
571.603105375 yes 
638.654109505 yes 
660.400751398 yes 
748.374757372 yes 
805.91505734 yes 
834.780067693 yes 
871.822226195 yes 
1007.32332969 yes 
1092.55335554 yes 
1130.8218261 yes 
1264.46036988 yes 
1286.8469578 yes 
1396.00075445 yes 
1483.31917083 yes 
1525.69234992 yes 
1578.38123573 yes 
1633.60680805 yes 
1756.89805551 yes 
1945.81523026 yes 
2039.07856947 yes 
2177.39136958 yes 
2240.07201902 yes 
2328.34730387 yes 
2408.28703199 yes 
2559.94327265 yes 
2686.76268353 yes 
2773.28670952 yes 
2892.44261888 yes 
2940.00253224 yes 
2979.00106021 yes 
3069.50775061 yes 
3282.6345205 yes 
3367.50716189 yes 
3555.38989921 yes 
3831.06590943 yes 
3949.48391648 yes 
