224.252219186 yes 
414.622027784 yes 
621.768992787 yes 
832.219423673 yes 
923.886853915 yes 
993.934152215 yes 
1039.8532891 yes 
1119.57941708 yes 
1263.93927603 yes 
1313.18207452 yes 
1425.77163135 yes 
1461.72909575 yes 
1651.3076266 yes 
1691.38459312 yes 
1853.33938648 yes 
1880.03039178 yes 
1920.75569839 yes 
2067.37930596 yes 
2209.81292703 yes 
2249.11307099 yes 
2332.19989508 yes 
2350.30172522 yes 
2382.22753308 yes 
2438.41703539 yes 
2460.95491213 yes 
2512.97971445 yes 
2570.43867452 yes 
2677.12541073 yes 
2719.49774317 yes 
2745.28746852 yes 
2849.12346412 yes 
2910.96348546 yes 
3536.90832917 yes 
3742.30908887 yes 
3804.31849821 yes 
3905.72825717 yes 
3922.50540033 yes 
3967.88884671 yes 
3995.66985412 yes 
