228.371178916 yes 
333.376362704 yes 
363.772200126 yes 
385.341166378 yes 
743.831926169 yes 
763.568022109 yes 
863.448130441 yes 
1054.83876992 yes 
1089.47763661 yes 
1209.18095888 yes 
1341.66628549 yes 
1403.89955766 yes 
1436.02973479 yes 
1581.81568839 yes 
1660.81391803 yes 
1695.19293567 yes 
1719.85462157 yes 
1848.82570651 yes 
1885.90266122 yes 
1907.80346658 yes 
1987.03072529 yes 
2055.93198014 yes 
2258.28071062 yes 
2286.6689346 yes 
2319.69064195 yes 
2436.55499731 yes 
2505.68271706 yes 
2541.42629968 yes 
2704.20458336 yes 
2914.05862615 yes 
3405.02081792 yes 
3569.38747104 yes 
3627.33021035 yes 
3646.1205644 yes 
3799.37238967 yes 
3878.68125847 yes 
3919.23487594 yes 
3959.32280607 yes 
