e140307_0031.fits.gz 2014-03-07 XeLamp Line 03:52:00.00 +45:00:00.0 8.0 yes 
e140307_0032.fits.gz 2014-03-07 XeLamp Line 03:52:00.00 +45:00:00.0 8.0 yes 
e140307_0033.fits.gz 2014-03-07 XeLamp Line 03:52:00.00 +45:00:00.0 8.0 yes 
e140307_0034.fits.gz 2014-03-07 CuArLamp Line 03:52:00.00 +45:00:00.0 450.0 yes 
e140307_0035.fits.gz 2014-03-07 CuArLamp Line 03:52:00.00 +45:00:00.0 450.0 yes 
e140307_0036.fits.gz 2014-03-07 CuArLamp Line 03:52:00.00 +45:00:00.0 450.0 yes 
e140307_0037.fits.gz 2014-03-07 MIRAPMFM Object 08:43:44.87 +41:29:11.9 10.0 yes 
e140307_0038.fits.gz 2014-03-07 MIRAPMFM Object 08:43:44.87 +41:29:11.9 10.0 yes 
e140307_0039.fits.gz 2014-03-07 MIRAPMFM Object 08:43:30.05 +41:18:26.2 10.0 yes 
e140307_0040.fits.gz 2014-03-07 MIRAPMFM Object 08:43:30.05 +41:18:26.2 10.0 yes 
e140307_0041.fits.gz 2014-03-07 HZ4 Object 03:55:22.00 +09:47:17.8 30.0 yes 
e140307_0042.fits.gz 2014-03-07 HZ4 Object 03:55:22.00 +09:47:17.8 60.0 yes 
e140307_0043.fits.gz 2014-03-07 HZ4-0.75a Object 03:55:22.00 +09:47:17.8 60.0 yes 
e140307_0044.fits.gz 2014-03-07 G191B2B-0. Object 05:05:30.59 +52:49:51.9 60.0 yes 
e140307_0045.fits.gz 2014-03-07 G191B2B-0. Object 05:05:30.59 +52:49:51.9 60.0 yes 
e140307_0046.fits.gz 2014-03-07 G191B2B Object 05:05:30.59 +52:49:51.8 60.0 yes 
e140307_0047.fits.gz 2014-03-07 G191B2B Object 05:05:30.59 +52:49:51.8 60.0 yes 
e140307_0048.fits.gz 2014-03-07 G191B2B Object 05:05:30.59 +52:49:51.8 60.0 yes 
e140307_0049.fits.gz 2014-03-07 36363 Object 09:43:43.01 +41:34:08.6 900.0 yes 
e140307_0050.fits.gz 2014-03-07 36363 Object 09:43:43.01 +41:34:08.6 900.0 yes 
e140307_0051.fits.gz 2014-03-07 36363 Object 09:43:43.01 +41:34:08.6 900.0 yes 
e140307_0052.fits.gz 2014-03-07 36363 Object 09:43:43.01 +41:34:08.6 900.0 yes 
e140307_0053.fits.gz 2014-03-07 50778 Object 09:47:58.33 +39:05:07.2 900.0 yes 
e140307_0054.fits.gz 2014-03-07 50778 Object 09:47:58.32 +39:05:07.1 900.0 yes 
e140307_0055.fits.gz 2014-03-07 50778 Object 09:47:58.32 +39:05:07.1 900.0 yes 
e140307_0056.fits.gz 2014-03-07 50778 Object 09:47:58.32 +39:05:07.1 900.0 yes 
e140307_0057.fits.gz 2014-03-07 35979 Object 08:20:14.00 +30:25:02.8 900.0 yes 
e140307_0058.fits.gz 2014-03-07 35979 Object 08:20:14.00 +30:25:02.8 900.0 yes 
e140307_0059.fits.gz 2014-03-07 35979 Object 08:20:14.00 +30:25:02.8 900.0 yes 
e140307_0060.fits.gz 2014-03-07 46677 Object 08:23:34.86 +03:13:16.1 300.0 yes 
